symbol,name,price,marketCap,volume,industry
CBLL,CeriBell Inc. Common Stock,24.57,942949942.0,57757,Health Care
OLMA,Olema Pharmaceuticals Inc. Common Stock,10.73,938849323.0,87061,Health Care
ARDX,Ardelyx Inc. Common Stock,3.725,928223706.0,182031,Health Care
IMMX,Immix Biopharma Inc. Common Stock,12.965,927507206.0,211729,Health Care
CLYM,Climb Bio Inc. Common Stock,16.01,919554443.0,323624,Health Care
RIGL,Rigel Pharmaceuticals Inc. Common Stock,47.47,886733144.0,7575,Health Care
QDEL,QuidelOrtho Corporation Common Stock,12.9263,886426542.0,74090,Health Care
ANNX,Annexon Inc. Common Stock,4.615,874907703.0,195520,Health Care
ACRS,Aclaris Therapeutics Inc. Common Stock,5.88,865529491.0,206571,Health Care
BBNX,Beta Bionics Inc. Common Stock,19.12,860202835.0,39241,Health Care
AVR,Anteris Technologies Global Corp. Common Stock,8.675,845452262.0,71955,Health Care
SIBN,SI-BONE Inc. Common Stock,18.7,838107353.0,43392,Health Care
ACHV,Achieve Life Sciences Inc. Common Shares,7.785,801095885.0,575103,Health Care
FDMT,4D Molecular Therapeutics Inc. Common Stock,14.315,790820880.0,54265,Health Care
CTMX,CytomX Therapeutics Inc. Common Stock,3.6,784437422.0,134782,Health Care
AHCO,AdaptHealth Corp. Common Stock,5.72,779888801.0,510944,Health Care
CYRX,CryoPort Inc. Common Stock,15.355,777716931.0,51644,Health Care
